Mã_tin,Tiêu_đề,Đường,Quận,Thành_phố,Diện_tích,Giá,Pháp_lý,Số_phòng_ngủ,Số_phòng_toilet,Ngày_đăng,Mô_tả,chi_tiet_link
120735,"BÁN NHÀ BÙI QUỐC KHÁI - HOÀNG MAI,116 M2, MẶT TIỀN 12,8 M, GIÁ 20,8 TỶ.",Bùi Quốc Khái,Hoàng Mai,Hà Nội,116 m²,20 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,28/09/2024,"LÔ GÓC- THANG MÁY- 2 THOÁNG- NHÀ ĐẸP Ở NGAY, MẶT NGÕ Ô TÔ THÔNG - KINH DOANH SẦM UẤT -MẶT TIỀN KHỦNG.",https://batdongsan.vn/ban-nha-bui-quoc-khai-hoang-mai116-m2-mat-tien-128-m-gia-208-ty-r120735
120736,"BÁN NHÀ TÂN MAI- HOÀNG MAI, 73 M2, 4 TẦNG, MẶT TIỀN 4,2 M, GIÁ 10,2 TỶ.",Tân Mai,Hoàng Mai,Hà Nội,73 m²,10 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,28/09/2024,"Ô TÔ ĐỖ CỬA, 2 THOÁNG, AN SINH ĐỈNH, TIỆN ÍCH NGẬP TRÀN, Ở SƯỚNG.+ Ngõ ô tô, thông thoáng, khu vực dân trí cao, an ninh tốt, hàng xóm thân thiện. +Tiện ích xung quanh bạt ngàn: Trường học, bệnh viện, chợ, hồ Đền Lừ, bến xe.+ Nhà 2 thoáng trước sau, ô tô 4 chỗ đỗ cửa, xây chắc chắn, thiết kế 4 phòng ngủ rộng, có ô chờ thang máy. + Ở, lên tầng hoặc xây tòa chung cư mini cho thuê đều được. + Sổ đỏ chính chủ, pháp lý chuẩn.+ LH: A Long 0988868926",https://batdongsan.vn/ban-nha-tan-mai-hoang-mai-73-m2-4-tang-mat-tien-42-m-gia-102-ty-r120736
120739,"Lô góc Ngọc Lâm,Long Biên DT50m*mt 4.5m,gần phố ô tô vào nhà giá nhỉnh 9 tỷ",Ngọc Lâm,Long Biên,Hà Nội,50 m²,9 tỷ,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,28/09/2024,"Lô góc Ngọc Lâm,Long Biên DT50m*mt 4.5m,gần phố ô tô vào nhà giá nhỉnh 9 tỷ",https://batdongsan.vn/lo-goc-ngoc-lamlong-bien-dt50mmt-45mgan-pho-o-to-vao-nha-gia-nhinh-9-ty-r120739
120741,"Chủ định cư mỹ , bán lại căn nhà 4 tầng siêu đẹp ở Q10 cách 5m ra hẻm xe hơi - 26M2 - 4PN 3WC- HẺM",Lê Hồng Phong,Quận 10,Hồ Chí Minh,26 m²,5 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,28/09/2024,"Mô tả: ,",https://batdongsan.vn/chu-dinh-cu-my-ban-lai-can-nha-4-tang-sieu-dep-o-q10-cach-5m-ra-hem-xe-hoi-26m2-4pn-3wc-hem-r120741
120740,"Bán nhà phố Pansy House Đầy Đủ Nội Thất, Cảnh Quan Sẵn - Giá 2 tỷ - 314m2",Lý Thái Tổ,Bảo Lâm,Lâm Đồng,314 m²,2 tỷ,Sổ đỏ/ Sổ hồng,,,28/09/2024,"Bán nhà phố Pansy - 2 tỷ, DT đất 314m2, 102,2m2 thổ cư, ngang 5,5 x dài 57,1",https://batdongsan.vn/ban-nha-pho-pansy-house-day-du-noi-that-canh-quan-san-gia-2-ty-314m2-r120740
120743,chính chủ cần bán gấp nhà về ở luôn ngay  ngã 5 hà trì bà triệu gần trường lê lợi chợ hà đông giá,Hà Trì,Hà Đông,Hà Nội,39 m²,4 tỷ 850 triệu,Sổ đỏ/ Sổ hồng,2 phòng,1 phòng,28/09/2024,"- nhà tôi có căn nhà muốn bán để đi nơi khác tiện công việc của 2 vợ chồng khu vực dân cư đông đúc, đường sắp mở rộng nhà nằm ngay trung tâm",https://batdongsan.vn/chinh-chu-can-ban-gap-nha-ve-o-luon-ngay-nga-5-ha-tri-ba-trieu-gan-truong-le-loi-cho-ha-dong-gia-r120743
120744,**Bán Mặt Tiền KD Vàng Bạc Đá Quý Góc Trần Hưng Đạo-Nhiêu Tâm 7Tầng (4X20)HDT.50tr/th,Nhiêu Tâm,Quận 5,Hồ Chí Minh,80 m²,60 tỷ,Sổ đỏ/ Sổ hồng,7 phòng,9 phòng,28/09/2024,+ Chủ Gửi Bán Gấp Gấp - Nhà 2 Mặt Tiền Nhiêu Tâm P5 Quận 5,https://batdongsan.vn/ban-mat-tien-kd-vang-bac-da-quy-goc-tran-hung-dao-nhieu-tam-7tang-4x20hdt50trth-r120744
120747,"Thanh Nhà quận Hai Bà Trưng, 10m ra ô tô dừng đỗ ngày đêm",Minh Khai,Hai Bà Trưng,Hà Nội,42 m²,5 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,28/09/2024,Hàng hiếm Minh Khai phố - 10M RA Ô TÔ DỪNG ĐỖ NGÀY ĐÊM,https://batdongsan.vn/thanh-nha-quan-hai-ba-trung-10m-ra-o-to-dung-do-ngay-dem-r120747
120748,"Chung cư mini 100m2, 6 tầng, 22 phòng đối diện bến xe Nước Ngầm, cực gần phố chào 17 tỷ",Bằng A,Hoàng Mai,Hà Nội,100 m²,17 tỷ,Sổ đỏ/ Sổ hồng,,,28/09/2024,"Khu vực, vị trí:- Phố Ngọc Hồi (đối diện bến xe Nước Ngầm), Làng Tứ Kỳ, Phường Hoàng Liệt, quận Hoàng Mai, Hà Nội với hạ tầng hoàn chỉnh, dân số đông, thu nhập tốt, nhu cầu thuê cao.- Có đầy đủ các dịch vụ công, dịch vụ thiết yếu, dịch vụ tiện ích.- Xung quanh có nhiều công sở, doanh nghiệp.- Vị trí rất phù hợp để khai thác cho thuê căn hộ dịch vụ.- Nhà cách mặt phố đường Ngọc Hồi đúng 20m, kinh doanh thuận tiện đi lại, gần chợ dân sinh, gần trường cấp 3 THPT chuẩn Quốc gia Việt Nam - Ba Lan đúng 300m, gần khu đô thị Linh Đàm, đường vành đai 3... cách Bệnh viện Bạch Mai, Đại học Bách Khoa Hà Nội đúng 2km",https://batdongsan.vn/chung-cu-mini-100m2-6-tang-22-phong-doi-dien-ben-xe-nuoc-ngam-cuc-gan-pho-chao-17-ty-r120748
120752,"BÁN HOẶC CHO THUÊ NHÀ 2 MẶT TIỀN VÕ VĂN KIỆT, PHƯỜNG CẦU KHO, QUẬN 1, TP HCM, GIÁ LÀ 25 TỶ",Võ Văn Kiệt,Quận 1,Hồ Chí Minh,193 m²,25 tỷ,Sổ đỏ/ Sổ hồng,,,28/09/2024,Cần bán hoặc cho thuê nhà 2 mặt tiền,https://batdongsan.vn/ban-hoac-cho-thue-nha-2-mat-tien-vo-van-kiet-phuong-cau-kho-quan-1-tp-hcm-gia-la-25-ty-r120752
120753,Gần Công Viên Làng Hoa - Hẻm xe hơi 7 chỗ - BTCT 2 Tầng,Lê Văn Thọ,Gò Vấp,Hồ Chí Minh,27 m²,3 tỷ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,28/09/2024,"+ Vị trí: Nhà hẻm xe hơi 5m, khu vực an ninh, gần chợ, gần trường học, gần công an, ủy ban nhân dân phường.",https://batdongsan.vn/gan-cong-vien-lang-hoa-hem-xe-hoi-7-cho-btct-2-tang-r120753
120758,"Lô Góc Ngõ Hòa Bình, Minh Khai, Hai Bà Trưng 38m2",Minh Khai,Hai Bà Trưng,Hà Nội,38 m²,6 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,28/09/2024,"Lô Góc Ngõ Hòa Bình, Minh Khai, Hai Bà Trưng",https://batdongsan.vn/lo-goc-ngo-hoa-binh-minh-khai-hai-ba-trung-38m2-r120758
120760,Chủ gửi bán gấp căn nhà hẻm 116 tô hiến thành 2 tầng 29m2 Quận 10 dài 9 p15,Tô Hiến Thành,Quận 10,Hồ Chí Minh,29 m²,5 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,28/09/2024,kết cấu,https://batdongsan.vn/chu-gui-ban-gap-can-nha-hem-116-to-hien-thanh-2-tang-29m2-quan-10-dai-9-p15-r120760
120762,"Nhà nhỏ chỉ 2ty3 - trệt gác 3.3 x8, Âu Cơ,p.10 ,Tân Bình",Âu Cơ,Tân Bình,Hồ Chí Minh,26 m²,2 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,28/09/2024,"+Diện tích : 3.3 x 8, công nhận 17m2 + Hẻm 4m rộng sạch sẽ, an ninh, khu yên tĩnh.+ thiết kế gồm phòng khách, phòng ngủ wc và gác.+ Vị trí đẹp, khu dân trí cao nhiều tiện ích, gần Lạc Long Quân",https://batdongsan.vn/nha-nho-chi-2ty3-tret-gac-33-x8-au-cop10-tan-binh-r120762
120766,Siêu phẩm Nghi Tàm gần Hồ Tây thơ mộng full nội thất chỉ 9.19 tỷ,Ngõ 242 Nghi Tàm,Tây Hồ,Hà Nội,50 m²,9 tỷ 190 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,28/09/2024,Bạn đang tìm kiếm một ngôi nhà lý tưởng cho gia đình mình? Với diện tích 40/50m2 5 tầng MT 6.2m chỉ 9.19 tỷ (thương lượng),https://batdongsan.vn/sieu-pham-nghi-tam-gan-ho-tay-tho-mong-full-noi-that-chi-919-ty-r120766
120676,"Bán Nhà Xưởng 1.237m2 Mặt Tiền Thạnh Lộc 56, P.Thạnh Lộc, Quận 12 giá 37 tỷ",Thạnh Lộc 56,Quận 12,Hồ Chí Minh,1237 m²,37 tỷ,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,27/09/2024,"Bán Nhà Xưởng Mặt Tiền Thạnh Lộc 56, P.Thạnh Lộc, Quận 12",https://batdongsan.vn/ban-nha-xuong-1237m2-mat-tien-thanh-loc-56-pthanh-loc-quan-12-gia-37-ty-r120676
120679,"Nhà 4 tấm (4x18) Mặt Tiền Song Hành, Tân Hưng Thuận, Q12. Gần Nguyễn Văn Quá)",Song Hành,Quận 12,Hồ Chí Minh,72 m²,7 tỷ,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,27/09/2024,"Nhà 4 tấm (4x18) Mặt Tiền Đường Song Hành, Tân Hưng Thuận, Quận 12. Gần Nguyễn Văn Quá, Trường ChinhDiện tích: 4x18m (có 5m vỉa hè được sử dụng). Công nhận: (4x13m)",https://batdongsan.vn/nha-4-tam-4x18-mat-tien-song-hanh-tan-hung-thuan-q12-gan-nguyen-van-qua-r120679
120682,"Gía tốt! MTKD Nguyễn Hữu Tiến DT 4x19m, 5 tầng. Vị trí KD Vàng!",Nguyễn Hữu Tiến,Tân Phú,Hồ Chí Minh,100 m²,11 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,,,27/09/2024,"Diện tích: 4m x 19m, vuông vức, không còn lộ giới",https://batdongsan.vn/gia-tot-mtkd-nguyen-huu-tien-dt-4x19m-5-tang-vi-tri-kd-vang-r120682
120685,"CHÍNH CHỦ CẦN BÁN NHÀ PHỐ HOÀNG MAI ĐỀN LỪ 51M X 4 TẦNG, MT5.3M GIÁ NHỈNH 7 TỶ",Hoàng Mai,Hoàng Mai,Hà Nội,51 m²,7 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,27/09/2024,"CHÍNH CHỦ CẦN BÁN NHÀ PHỐ HOÀNG MAI ĐỀN LỪ 51M X 4 TẦNG, MT5.3M GIÁ NHỈNH 7 TỶ",https://batdongsan.vn/chinh-chu-can-ban-nha-pho-hoang-mai-den-lu-51m-x-4-tang-mt53m-gia-nhinh-7-ty-r120685
120686,Bán nhà đẹp 4 tầng hẻm 493 CMT8 ngay trung tâm Quận 10 36M2,Cách Mạng Tháng Tám,Quận 10,Hồ Chí Minh,36 m²,5 tỷ 600 triệu,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,27/09/2024,Thông tin cơ bản:,https://batdongsan.vn/ban-nha-dep-4-tang-hem-493-cmt8-ngay-trung-tam-quan-10-36m2-r120686
120688,"MTKD Nguyễn Hữu Tiến DT 4x20m, 4 tầng. Vị trí KD Vàng!",Nguyễn Khanh,Tân Phú,Hồ Chí Minh,80 m²,12 tỷ 400 triệu,Sổ đỏ/ Sổ hồng,,,27/09/2024,"Diện tích: 4m x 20m, vuông vức, không lỗi",https://batdongsan.vn/mtkd-nguyen-huu-tien-dt-4x20m-4-tang-vi-tri-kd-vang-r120688
120690,"Bán Nhà Mặt Tiền Phường Phước Bình, TP Thủ Đức - 87.7m² - Giá Tốt",13,Quận 9,Hồ Chí Minh,88 m²,7 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,2 phòng,1 phòng,27/09/2024,"- Diện tích: 87.7m² (ngang 4m, dài 21.92m), tiện xây mới theo nhu cầu.",https://batdongsan.vn/ban-nha-mat-tien-phuong-phuoc-binh-tp-thu-duc-877m2-gia-tot-r120690
120695,"Mặt tiền Bạch Mã , khu quy hoạch đẹp ngay Q10 , ăn uống vui chơi giải trí điều tiện",Bạch Mã,Quận 10,Hồ Chí Minh,102 m²,25 tỷ,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,27/09/2024,"Mặt tiền Bạch Mã , khu quy hoạch đẹp ngay Q10 , ăn uống vui chơi giải trí điều tiện",https://batdongsan.vn/mat-tien-bach-ma-khu-quy-hoach-dep-ngay-q10-an-uong-vui-choi-giai-tri-dieu-tien-r120695
120697,"Bán nhà mặt tiền 9x38m giá 16,5 tỷ Trung Mỹ Tây 12, Quận 12",Trung Mỹ Tây 12,Quận 12,Hồ Chí Minh,342 m²,16 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,27/09/2024,🔥 XÝỞNG BAO GIÁ TỐT ĐẦU TÝ 🔥,https://batdongsan.vn/ban-nha-mat-tien-9x38m-gia-165-ty-trung-my-tay-12-quan-12-r120697
120698,"Dọn vào ở ngay nhà ngang 4, Lạc Long Quân, Tân Bình, Giá rẻ chưa tới 5 tỷ.",Lạc Long Quân,Tân Bình,Hồ Chí Minh,37 m²,4 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,2 phòng,,27/09/2024,"Dọn vào ở ngay nhà ngang 4, Lạc Long Quân, Tân Bình, Giá rẻ chưa tới 5 tỷ.",https://batdongsan.vn/don-vao-o-ngay-nha-ngang-4-lac-long-quan-tan-binh-gia-re-chua-toi-5-ty-r120698
120699,"QUẬN 8, DÒNG TIỀN SẴN, 4x14M HẺM YÊN TĨNH GẦN CẦU CHÀ VÀ, THUẬN TIỆN DI CHUYỂN - GẦN QUẬN 5 CHỢ",Lưu Hữu Phước,Quận 8,Hồ Chí Minh,56 m²,3 tỷ 400 triệu,Sổ đỏ/ Sổ hồng,3 phòng,1 phòng,27/09/2024,"+ Nhà kết cấu 1 trệt 1 lửng, bao gồm 3PN, 1PK, 1 phòng bếp, sân để xe máy thoáng mát.",https://batdongsan.vn/quan-8-dong-tien-san-4x14m-hem-yen-tinh-gan-cau-cha-va-thuan-tien-di-chuyen-gan-quan-5-cho-r120699
120702,"Bán gấp nhà C4, 45m2 tại Cách Mạng Tháng 8, P4 Tân Bình 5.x Tỷ.",Cách mạng tháng tám,Tân Bình,Hồ Chí Minh,45 m²,5 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,2 phòng,,27/09/2024,"Bán gấp nhà C4, 45m2 tại Cách Mạng Tháng 8, P4 Tân Bình 5.x Tỷ.",https://batdongsan.vn/ban-gap-nha-c4-45m2-tai-cach-mang-thang-8-p4-tan-binh-5x-ty-r120702
120706,Chỉ 11 tỷ! Biệt thự Lê Quang Định Bình Thạnh. Mới toanh - Đẹp - Full Nội thất. 6x24 Hầm 4 tầng,Lê Quang Định,Bình Thạnh,Hồ Chí Minh,,11 tỷ,Sổ đỏ/ Sổ hồng,,,27/09/2024,"Lợi nhuận 12%/năm - Chủ nhà bán gấp tòa nhà CHDV mới - đẹp - sang với 21 phòng.Tại mặt tiền Nơ Trang Long, P12, Bình Thạnh.- Diện tích: 12 x 16m.- Kết cấu: 5 tầng.- Hoàn thiện 21 CHDV.- Thu nhập lên tới 200tr/tháng.- Khu vực đảm bảo luôn full phòng.- Giá: 20.5 tỷ TL.- Liên hệ xem nhà và thương lượng chính chủ: 0902.688.522 - Yến Nhi (Zalo).- Ngoài ra, với giỏ hàng gồm toàn bộ sản phẩm BĐS đang có nhu cầu giao dịch tại TP. HCM - cam kết đáp ứng mọi nhu cầu của Quý Khách hàng.",https://batdongsan.vn/chi-11-ty-biet-thu-le-quang-dinh-binh-thanh-moi-toanh-dep-full-noi-that-6x24-ham-4-tang-r120706
120707,"Tập thể giáo thông vận tải tầng 1, dt 33m, mặt tiền 5m giá 1,78 tỷ",Kim Mã,Ba Đình,Hà Nội,33 m²,1 tỷ 780 triệu,Sổ đỏ/ Sổ hồng,2 phòng,,27/09/2024,"Tập thể giáo thông vận tải tầng 1, 33m, mặt tiền 5m giá 1,78 tỷ",https://batdongsan.vn/tap-the-giao-thong-van-tai-tang-1-dt-33m-mat-tien-5m-gia-178-ty-r120707
120708,"Bán Bilding văn phòng mặt tiền Trần Trọng Cung, Quận 7 - 8x20 - 7 tầng thang máy. Chỉ 23 tỷ",Trần Trọng Cung,Quận 7,Hồ Chí Minh,,23 tỷ,Sổ đỏ/ Sổ hồng,,,27/09/2024,"Chính chủ bán nhà góc 2 mặt tiền Phạm Ngọc Thạch, Phường 6, Quận 3.- Diện tích: 5 x 16m, vuông vức. Kết cấu: Trệt 3 lầu, đang cho thuê 150tr/tháng còn 5 năm.- Vị trí: Nằm trên trục đường chính của Quận, dễ dàng kinh doanh và cho thuê.- Pháp lý SH chính chủ, công chứng ngay.- Giá bán 30 tỷ TL.",https://batdongsan.vn/ban-bilding-van-phong-mat-tien-tran-trong-cung-quan-7-8x20-7-tang-thang-may-chi-23-ty-r120708
120710,"B.án nhà Phạm Văn Chiêu, 4x9m, hẻm thông, giá nhỉnh 2 tỷ",Phạm Văn Chiêu,Gò Vấp,Hồ Chí Minh,36 m²,2 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,2 phòng,,27/09/2024,"- Vị trí: Đường Phạm Văn Chiêu, gần chợ Thạch Đà, giao Lê Văn Thọ, Phan Huy Ích, Nguyễn Văn Lượng, Phan Văn Trị",https://batdongsan.vn/ban-nha-pham-van-chieu-4x9m-hem-thong-gia-nhinh-2-ty-r120710
120712,"B.án nhà Gò Vấp, 4x9m, hẻm thông, giá nhỉnh 2 tỷ",Phạm Văn Chiêu,Gò Vấp,Hồ Chí Minh,36 m²,2 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,2 phòng,,27/09/2024,"- Vị trí: Đường Phạm Văn Chiêu, gần chợ Thạch Đà, giao Lê Văn Thọ, Phan Huy Ích, Nguyễn Văn Lượng, Phan Văn Trị",https://batdongsan.vn/ban-nha-go-vap-4x9m-hem-thong-gia-nhinh-2-ty-r120712
120713,Cho thuê nhà làm VP Phố Cù Chính Lan Thanh Xuân Hà Nội,Cù Chính Lan,Thanh Xuân,Hà Nội,45 m²,15 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,27/09/2024,CHÍNH CHỦ CHO THUÊ NHÀ LÀM VP  SỐ 82B CÙ CHÍNH LAN THANH XUÂN HÀ NỘI,https://batdongsan.vn/cho-thue-nha-lam-vp-pho-cu-chinh-lan-thanh-xuan-ha-noi-r120713
120714,BÁN NHÀ TRẦN BÌNH - MAI DỊCH - CẦU GIẤY GẦN VIỆN 108 NGÕ ÔTÔ ĐỖ CỬA CHỈ 10.6 TỶ,Trần Bình,Cầu Giấy,Hà Nội,37 m²,10 tỷ 600 triệu,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,27/09/2024,BÁN NHÀ TRẦN BÌNH - MAI DỊCH - CẦU GIẤY GẦN VIỆN 108 NGÕ ÔTÔ ĐỖ CỬA CHỈ VỚI 10.6 TỶ,https://batdongsan.vn/ban-nha-tran-binh-mai-dich-cau-giay-gan-vien-108-ngo-oto-do-cua-chi-106-ty-r120714
120716,"Nhà mới 37m2 chỉ 3ty850 - 3pn 3wc, Phạm Văn Đồng,Gò Vấp",Phạm Văn Đồng,Gò Vấp,Hồ Chí Minh,11 m²,3 tỷ 850 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,27/09/2024,"Giá mới 3.85 tỷ- 🔥🔥Diện tích : 10.5 x 3.6  ✅ Kết cấu: trệt 1 lầu. (Tặng full nội thất) ✅ Gồm: 3 phòng ngủ, 3 wc, phòng khách, bếp, full nội thất. ✅ Vị trí: Nằm gần Trường học các cấp, gần chợ, Bệnh viện, Uỷ Ban Quận.,, ✅ Hẻm trước nhà 3M, cách hẻm xe hơi 50M, cách mặt tiền 100m., ✅ Khu vực: Khu vực an ninh yên tĩnh, dân trí cao nhà xây dựng đồng đều.,, ✅ Pháp lý: Chuẩn, Sổ hồng công chứng 1p30s.,,.",https://batdongsan.vn/nha-moi-37m2-chi-3ty850-3pn-3wc-pham-van-donggo-vap-r120716
120717,"TÒA CCMN QUAN HOA - CẦU GIẤY 60M2 14.5 TỶ HAI MẶT THOÁNG, DOANH THU 90TR/TH",Quan Hoa,Cầu Giấy,Hà Nội,60 m²,14 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,12 phòng,12 phòng,27/09/2024,GẦN PHỐ - GẦN Ô TÔ - HAI MẶT THOÁNG - NGÕ THÔNG - KINH DOANH SẦM UẤT - SỔ PHÂN LÔ,https://batdongsan.vn/toa-ccmn-quan-hoa-cau-giay-60m2-145-ty-hai-mat-thoang-doanh-thu-90trth-r120717
120718,"Bán nhà riêng Tân Lập, Đan Phượng. Cách 120m đến Trường Cấp 2, Chợ Tân Lập bán hàng 24/7",Ngõ 93,Đan Phượng,Hà Nội,30 m²,3 tỷ 600 triệu,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,27/09/2024,"Bán nhà riêng Tân Lập, Đan Phượng. Cách 120m đến Trường Cấp 2, Chợ Tân Lập bán hàng 24/7.",https://batdongsan.vn/ban-nha-rieng-tan-lap-dan-phuong-cach-120m-den-truong-cap-2-cho-tan-lap-ban-hang-247-r120718
120719,"Nhà 2 tầng HXH Nguyễn Thượng Hiền, P.5, 83 m2,dân trí cao , không Quy hoạch",Nguyễn Thượng Hiền,Bình Thạnh,Hồ Chí Minh,83 m²,7 tỷ,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,27/09/2024,"Nhà 2 tầng HXH Nguyễn Thượng Hiền, P.5, 83 m2,dân trí cao , không Quy hoạch",https://batdongsan.vn/nha-2-tang-hxh-nguyen-thuong-hien-p5-83-m2dan-tri-cao-khong-quy-hoach-r120719
120720,"Nhà mới tặng nội thất hẻm xe hơi,28m2 chỉ 3ty990 Quang Trung,p8 , Gò Vấp",Quang Trung,Gò Vấp,Hồ Chí Minh,28 m²,3 tỷ 990 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,27/09/2024,"Địa chỉ : Đường Số 14, Phường 8, Gò Vấp -  DT: 4x7m, nở hậu nhẹ. + Nhà trệt, lầu, 2pn, 2wc, ban công rộng,.. + Nhà hẻm 4m xe hơi đậu cửa, khu an ninh, sạch sẻ, thoáng mát,.. + Nhà hướng Tây Nam - Ngay trường tiểu học Lương Thế Vinh , gần UBND ...",https://batdongsan.vn/nha-moi-tang-noi-that-hem-xe-hoi28m2-chi-3ty990-quang-trungp8-go-vap-r120720
120771,"-TRỊNH ĐÌNH CỬU- HOÀNG MAI -DT :54,5m2- 5 TẦNG-MẶT -TIỀN 3,8m- TẶNG FFUN NỘI THẤT SÀN CỬA GỖ LIM",Lê Trọng Tấn,Hoàng Mai,Hà Nội,54 m²,12 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,3 phòng,,28/09/2024,🚙 LÊ TRỌNG TẤN🚗TRỊNH ĐÌNH CỬU- HOÀNG MAI,https://batdongsan.vn/trinh-dinh-cuu-hoang-mai-dt-545m2-5-tang-mat-tien-38m-tang-ffun-noi-that-san-cua-go-lim-r120771
120772,"- VĂN QUÁN -HÀ ĐÔNG-DT: 40m2-5TẦNG-MT: 8,2m - OTO NGỦ TRONG NHÀ-KINH DOANH-TẶNG FFUN NỘI",19/5,Hà Đông,Hà Nội,42 m²,9 tỷ 750 triệu,Sổ đỏ/ Sổ hồng,3 phòng,,28/09/2024,LÔ GÓC - KINH DOANH - GARA Ô TÔ 7 CHỖ  - NGÕ THÔNG,https://batdongsan.vn/van-quan-ha-dong-dt-40m2-5tang-mt-82m-oto-ngu-trong-nha-kinh-doanh-tang-ffun-noi-r120772
120773,"CHO THUÊ  Lý Chính Thắng,p.9,Q.3 nhà 4 tầng chỉ 8trieu, 3pn",Lý Chính Thắng,Quận 3,Hồ Chí Minh,23 m²,8 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,28/09/2024,"diện tích : 2.5 x 9 x 4 tầng-  1 trệt 1 lửng 2 lầu 3pn 2wc,Lý Chính Thắng, gần Hai Bà Trưng, Trần Quốc Thảo,Nam Kì Khởi Nghĩa- hẻm xe máy gần mặt tiền - cọc 2 tháng, hđ 2 năm- nhận nhà ngày 10.10",https://batdongsan.vn/cho-thue-ly-chinh-thangp9q3-nha-4-tang-chi-8trieu-3pn-r120773
120774,"BÁN NHÀ TRỊNH CÔNG SƠN, TÂY HỒ.NHÀ ĐẸP- SÁT PHỐ ĐI BỘ- HIẾM NHÀ BÁN- 50M2 3 TẦNG MT 4.1M. GIÁ 8.1",Trịnh Công Sơn,Tây Hồ,Hà Nội,50 m²,8 tỷ 100 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,28/09/2024,PHỐ ĐI BỘ TRỊNH CÔNG SƠN- KHU VỰC HIẾM NHÀ BÁN,https://batdongsan.vn/ban-nha-trinh-cong-son-tay-honha-dep-sat-pho-di-bo-hiem-nha-ban-50m2-3-tang-mt-41m-gia-81-r120774
120777,"QUẬN 8, CHỢ PHẠM THẾ HIỂN - MẶT TIỀN KHU NHÀ XÂY CAO TẦNG, GẦN TRỤC ĐƯỜNG CHÍNH PHẠM HÙNG - 1 PHÚT",Đông Hồ,Quận 8,Hồ Chí Minh,74 m²,6 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,28/09/2024,"- Kết cấu nhà 2 tầng đúc BTCT, 3PN, 2WC, có phòng ngủ tầng trệt. 3.7x14m, nở hậu L 8.3m.",https://batdongsan.vn/quan-8-cho-pham-the-hien-mat-tien-khu-nha-xay-cao-tang-gan-truc-duong-chinh-pham-hung-1-phut-r120777
120778,"🏠 4,79 tỷ có Nhà 4 Tầng Full Nội Thất tại ngõ 81 Đông Ngạc! 🌟",Đông Ngạc,Bắc Từ Liêm,Hà Nội,32 m²,4 tỷ 790 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,28/09/2024,"🏠 Bán Nhà 4 Tầng Full Nội Thất tại ngõ 81 Đông Ngạc! 🌟 Nhà thiết kế hiện đại, tiện nghi đầy đủ, chỉ 4,79 tỷ. Không gian sống lý tưởng cho gia đình! Liên hệ ngay để được tư vấn!",https://batdongsan.vn/479-ty-co-nha-4-tang-full-noi-that-tai-ngo-81-dong-ngac-r120778
120780,"Khu Víp hẻm 10m Lê Trọng Tấn DT 4x20m, 4 tầng nhà đẹp ở ngay!",Lê Trọng Tấn,Tân Phú,Hồ Chí Minh,80 m²,9 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,,,28/09/2024,- Diện tích : 4m x 20m vuông,https://batdongsan.vn/khu-vip-hem-10m-le-trong-tan-dt-4x20m-4-tang-nha-dep-o-ngay-r120780
